Date,Ticker,MKTTREND,SMA,MACD,BOL,RSI,OBV,MYTREND1,MYTREND2,MYTREND3
2020-01-03,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,SELL,BUY,BUY,BUY
2020-01-06,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,SELL,BUY,BUY,BUY
2020-01-07,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,SELL,BUY,BUY,BUY
2020-01-08,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,SELL,BUY,BUY,BUY
2020-01-09,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2020-01-10,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2020-01-13,AIG,NEUTRAL,SELL,BUY,SELL,HOLD,BUY,BUY,BUY,BUY
2020-01-14,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2020-01-15,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2020-01-16,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2020-01-17,AIG,NEUTRAL,SELL,BUY,SELL,HOLD,BUY,BUY,BUY,BUY
2020-01-21,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2020-01-22,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-01-23,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-01-24,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2020-01-27,AIG,NEUTRAL,SELL,SELL,BUY,HOLD,SELL,SELL,SELL,SELL
2020-01-28,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2020-01-29,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2020-01-30,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2020-01-31,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2020-02-03,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2020-02-04,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2020-02-05,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,SELL,BUY,BUY,BUY
2020-02-06,AIG,NEUTRAL,SELL,BUY,SELL,HOLD,BUY,BUY,BUY,BUY
2020-02-07,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-02-10,AIG,NEUTRAL,SELL,BUY,SELL,SELL,BUY,BUY,BUY,BUY
2020-02-11,AIG,NEUTRAL,SELL,BUY,SELL,SELL,BUY,BUY,BUY,BUY
2020-02-12,AIG,NEUTRAL,SELL,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2020-02-13,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-02-14,AIG,NEUTRAL,SELL,SELL,BUY,BUY,SELL,SELL,SELL,SELL
2020-02-18,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2020-02-19,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2020-02-20,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2020-02-21,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2020-02-24,AIG,NEUTRAL,SELL,SELL,BUY,BUY,SELL,SELL,SELL,SELL
2020-02-25,AIG,NEUTRAL,SELL,SELL,BUY,BUY,SELL,SELL,SELL,SELL
2020-02-26,AIG,NEUTRAL,SELL,SELL,BUY,BUY,SELL,SELL,SELL,SELL
2020-02-27,AIG,NEUTRAL,SELL,SELL,BUY,BUY,SELL,SELL,SELL,SELL
2020-02-28,AIG,NEUTRAL,SELL,SELL,BUY,BUY,SELL,SELL,SELL,SELL
2020-03-02,AIG,NEUTRAL,SELL,SELL,HOLD,BUY,SELL,SELL,SELL,SELL
2020-03-03,AIG,NEUTRAL,SELL,SELL,HOLD,BUY,SELL,SELL,SELL,SELL
2020-03-04,AIG,NEUTRAL,SELL,SELL,HOLD,BUY,SELL,SELL,SELL,SELL
2020-03-05,AIG,NEUTRAL,SELL,SELL,HOLD,BUY,SELL,SELL,SELL,SELL
2020-03-06,AIG,NEUTRAL,SELL,SELL,HOLD,BUY,SELL,SELL,SELL,SELL
2020-03-09,AIG,NEUTRAL,SELL,SELL,BUY,BUY,SELL,SELL,SELL,SELL
2020-03-10,AIG,NEUTRAL,SELL,SELL,HOLD,BUY,SELL,SELL,SELL,SELL
2020-03-11,AIG,NEUTRAL,SELL,SELL,HOLD,BUY,SELL,SELL,SELL,SELL
2020-03-12,AIG,NEUTRAL,SELL,SELL,BUY,BUY,SELL,SELL,SELL,SELL
2020-03-13,AIG,NEUTRAL,SELL,SELL,HOLD,BUY,SELL,SELL,SELL,SELL
2020-03-16,AIG,NEUTRAL,SELL,SELL,BUY,BUY,SELL,SELL,SELL,SELL
2020-03-17,AIG,NEUTRAL,SELL,SELL,HOLD,BUY,SELL,SELL,SELL,SELL
2020-03-18,AIG,NEUTRAL,SELL,SELL,HOLD,BUY,SELL,SELL,SELL,SELL
2020-03-19,AIG,NEUTRAL,SELL,SELL,HOLD,BUY,SELL,SELL,SELL,SELL
2020-03-20,AIG,NEUTRAL,SELL,SELL,HOLD,BUY,SELL,SELL,SELL,SELL
2020-03-23,AIG,NEUTRAL,SELL,SELL,HOLD,BUY,SELL,SELL,SELL,SELL
2020-03-24,AIG,DOWN,SELL,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2020-03-25,AIG,DOWN,SELL,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2020-03-26,AIG,DOWN,SELL,BUY,HOLD,HOLD,SELL,BUY,BUY,BUY
2020-03-27,AIG,DOWN,SELL,BUY,HOLD,HOLD,SELL,BUY,BUY,BUY
2020-03-30,AIG,DOWN,SELL,BUY,HOLD,HOLD,SELL,BUY,BUY,BUY
2020-03-31,AIG,DOWN,SELL,BUY,HOLD,HOLD,SELL,BUY,BUY,BUY
2020-04-01,AIG,DOWN,SELL,BUY,HOLD,HOLD,SELL,BUY,BUY,BUY
2020-04-02,AIG,DOWN,SELL,BUY,HOLD,HOLD,SELL,BUY,BUY,BUY
2020-04-03,AIG,DOWN,SELL,BUY,HOLD,HOLD,SELL,BUY,BUY,BUY
2020-04-06,AIG,DOWN,SELL,BUY,HOLD,HOLD,SELL,BUY,BUY,BUY
2020-04-07,AIG,DOWN,SELL,BUY,HOLD,HOLD,SELL,BUY,BUY,BUY
2020-04-08,AIG,DOWN,SELL,BUY,HOLD,HOLD,SELL,BUY,BUY,BUY
2020-04-09,AIG,DOWN,SELL,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2020-04-13,AIG,DOWN,SELL,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2020-04-14,AIG,DOWN,SELL,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2020-04-15,AIG,DOWN,SELL,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2020-04-16,AIG,DOWN,SELL,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2020-04-17,AIG,DOWN,SELL,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2020-04-20,AIG,DOWN,SELL,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2020-04-21,AIG,DOWN,SELL,BUY,HOLD,HOLD,SELL,BUY,BUY,BUY
2020-04-22,AIG,DOWN,SELL,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2020-04-23,AIG,DOWN,SELL,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2020-04-24,AIG,DOWN,SELL,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2020-04-27,AIG,DOWN,SELL,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2020-04-28,AIG,DOWN,SELL,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2020-04-29,AIG,DOWN,SELL,BUY,SELL,SELL,BUY,BUY,BUY,BUY
2020-04-30,AIG,DOWN,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-05-01,AIG,DOWN,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-05-04,AIG,DOWN,SELL,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2020-05-05,AIG,DOWN,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-05-06,AIG,DOWN,SELL,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2020-05-07,AIG,DOWN,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-05-08,AIG,DOWN,SELL,BUY,SELL,HOLD,BUY,BUY,BUY,BUY
2020-05-11,AIG,DOWN,SELL,BUY,SELL,HOLD,BUY,BUY,BUY,BUY
2020-05-12,AIG,DOWN,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-05-13,AIG,DOWN,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-05-14,AIG,DOWN,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-05-15,AIG,DOWN,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-05-18,AIG,DOWN,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-05-19,AIG,DOWN,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-05-20,AIG,DOWN,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-05-21,AIG,DOWN,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-05-22,AIG,DOWN,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-05-26,AIG,DOWN,SELL,BUY,SELL,SELL,BUY,BUY,BUY,BUY
2020-05-27,AIG,DOWN,SELL,BUY,SELL,SELL,BUY,BUY,BUY,BUY
2020-05-28,AIG,DOWN,SELL,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2020-05-29,AIG,DOWN,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-06-01,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-06-02,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-06-03,AIG,NEUTRAL,SELL,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2020-06-04,AIG,NEUTRAL,SELL,BUY,SELL,SELL,BUY,BUY,BUY,BUY
2020-06-05,AIG,NEUTRAL,SELL,BUY,SELL,SELL,BUY,BUY,BUY,BUY
2020-06-08,AIG,NEUTRAL,SELL,BUY,SELL,SELL,BUY,BUY,BUY,BUY
2020-06-09,AIG,NEUTRAL,SELL,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2020-06-10,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-06-11,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-06-12,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,BUY,SELL,SELL,SELL
2020-06-15,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,BUY,SELL,SELL,SELL
2020-06-16,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,BUY,SELL,SELL,SELL
2020-06-17,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,BUY,SELL,SELL,SELL
2020-06-18,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,BUY,SELL,SELL,SELL
2020-06-19,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,BUY,SELL,SELL,SELL
2020-06-22,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,BUY,SELL,SELL,SELL
2020-06-23,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2020-06-24,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2020-06-25,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2020-06-26,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2020-06-29,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2020-06-30,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2020-07-01,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2020-07-02,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2020-07-06,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2020-07-07,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2020-07-08,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2020-07-09,AIG,NEUTRAL,SELL,SELL,BUY,HOLD,HOLD,SELL,SELL,SELL
2020-07-10,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2020-07-13,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2020-07-14,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2020-07-15,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2020-07-16,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-07-17,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-07-20,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-07-21,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-07-22,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-07-23,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-07-24,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-07-27,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-07-28,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-07-29,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-07-30,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-07-31,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-08-03,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-08-04,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2020-08-05,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2020-08-06,AIG,NEUTRAL,SELL,SELL,BUY,HOLD,SELL,SELL,SELL,SELL
2020-08-07,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2020-08-10,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2020-08-11,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,BUY,SELL,SELL,SELL
2020-08-12,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,HOLD,SELL,SELL,SELL
2020-08-13,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2020-08-14,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2020-08-17,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2020-08-18,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2020-08-19,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2020-08-20,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2020-08-21,AIG,NEUTRAL,SELL,SELL,BUY,BUY,SELL,SELL,SELL,SELL
2020-08-24,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2020-08-25,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2020-08-26,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2020-08-27,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2020-08-28,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2020-08-31,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2020-09-01,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2020-09-02,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,SELL,BUY,BUY,BUY
2020-09-03,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,SELL,BUY,BUY,BUY
2020-09-04,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,SELL,BUY,BUY,BUY
2020-09-08,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,SELL,BUY,BUY,BUY
2020-09-09,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,SELL,BUY,BUY,BUY
2020-09-10,AIG,NEUTRAL,SELL,SELL,BUY,HOLD,SELL,SELL,SELL,SELL
2020-09-11,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2020-09-14,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2020-09-15,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,SELL,BUY,BUY,BUY
2020-09-16,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2020-09-17,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2020-09-18,AIG,NEUTRAL,SELL,SELL,BUY,HOLD,SELL,SELL,SELL,SELL
2020-09-21,AIG,NEUTRAL,SELL,SELL,BUY,HOLD,SELL,SELL,SELL,SELL
2020-09-22,AIG,NEUTRAL,SELL,SELL,BUY,HOLD,SELL,SELL,SELL,SELL
2020-09-23,AIG,NEUTRAL,SELL,SELL,BUY,BUY,SELL,SELL,SELL,SELL
2020-09-24,AIG,NEUTRAL,SELL,SELL,BUY,HOLD,SELL,SELL,SELL,SELL
2020-09-25,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2020-09-28,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2020-09-29,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2020-09-30,AIG,NEUTRAL,SELL,SELL,HOLD,HOLD,SELL,SELL,SELL,SELL
2020-10-01,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2020-10-02,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2020-10-05,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-10-06,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-10-07,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-10-08,AIG,NEUTRAL,SELL,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2020-10-09,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-10-12,AIG,NEUTRAL,SELL,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2020-10-13,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-10-14,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-10-15,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-10-16,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-10-19,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-10-20,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-10-21,AIG,NEUTRAL,SELL,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2020-10-22,AIG,NEUTRAL,SELL,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2020-10-23,AIG,NEUTRAL,SELL,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2020-10-26,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-10-27,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-10-28,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2020-10-29,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,HOLD,BUY,BUY,BUY
2020-10-30,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-11-02,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-11-03,AIG,NEUTRAL,SELL,BUY,SELL,SELL,BUY,BUY,BUY,BUY
2020-11-04,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-11-05,AIG,NEUTRAL,SELL,BUY,SELL,HOLD,BUY,BUY,BUY,BUY
2020-11-06,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-11-09,AIG,NEUTRAL,SELL,BUY,SELL,SELL,BUY,BUY,BUY,BUY
2020-11-10,AIG,NEUTRAL,SELL,BUY,SELL,SELL,BUY,BUY,BUY,BUY
2020-11-11,AIG,NEUTRAL,SELL,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2020-11-12,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-11-13,AIG,NEUTRAL,SELL,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-11-16,AIG,NEUTRAL,SELL,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2020-11-17,AIG,NEUTRAL,SELL,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2020-11-18,AIG,NEUTRAL,SELL,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2020-11-19,AIG,NEUTRAL,BUY,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2020-11-20,AIG,NEUTRAL,BUY,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2020-11-23,AIG,NEUTRAL,BUY,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2020-11-24,AIG,NEUTRAL,BUY,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2020-11-25,AIG,NEUTRAL,BUY,BUY,HOLD,SELL,BUY,BUY,BUY,BUY
2020-11-27,AIG,NEUTRAL,BUY,BUY,HOLD,HOLD,BUY,BUY,BUY,BUY
2020-11-30,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,BUY,SELL,SELL,SELL
2020-12-01,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,BUY,SELL,SELL,SELL
2020-12-02,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,BUY,SELL,SELL,SELL
2020-12-03,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,BUY,SELL,SELL,SELL
2020-12-04,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,BUY,SELL,SELL,SELL
2020-12-07,AIG,NEUTRAL,BUY,SELL,HOLD,HOLD,BUY,SELL,SELL,SELL
2020-12-08,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2020-12-09,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2020-12-10,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2020-12-11,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2020-12-14,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2020-12-15,AIG,UP,BUY,SELL,HOLD,HOLD,BUY,HOLD,HOLD,BUY
2020-12-16,AIG,UP,BUY,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,HOLD
2020-12-17,AIG,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2020-12-18,AIG,UP,BUY,SELL,BUY,HOLD,SELL,BUY,HOLD,SELL
2020-12-21,AIG,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2020-12-22,AIG,UP,BUY,SELL,BUY,BUY,SELL,BUY,BUY,SELL
2020-12-23,AIG,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2020-12-24,AIG,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
2020-12-28,AIG,UP,BUY,SELL,HOLD,HOLD,SELL,HOLD,HOLD,SELL
